Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
TRIM3,0.75,4,3,0.75,0.949992,0.851649
TRIM46,0.75,4,3,0.75,0.929637,0.816909
TRIP13,0.75,4,3,0.75,0.907447,0.706627
TSSK1B,0.75,4,3,0.75,0.967688,0.900452
TTC6,0.75,4,3,0.75,0.917692,0.830658
TTLL12,0.75,4,3,0.75,0.95905,0.72401
TXNRD1,0.75,4,3,0.75,0.912445,0.830214
TYRO3,0.75,4,3,0.75,0.892908,0.694285
TYRP1,0.75,4,3,0.75,0.980886,0.851534
UBA6,0.75,4,3,0.75,0.95706,0.79166
UGT8,0.75,4,3,0.75,0.96104,0.735392
USP22,0.75,4,3,0.75,0.965009,0.872074
USP33,0.75,4,3,0.75,0.99128,0.83291
USP37,0.75,4,3,0.75,0.97001,0.730247
USP54,0.75,4,3,0.75,0.978301,0.803901
USPL1,0.75,4,3,0.75,0.981028,0.91038
VCL,0.75,4,3,0.75,0.982944,0.846348
VCPIP1,0.75,4,3,0.75,0.982676,0.822433
VPS18,0.75,4,3,0.75,0.885868,0.848985
VPS53,0.75,4,3,0.75,0.964953,0.857237
VWA8,0.75,4,3,0.75,0.978856,0.740082
WDPCP,0.75,4,3,0.75,0.981376,0.738578
WIF1,0.75,4,3,0.75,0.947729,0.721742
WSCD1,0.75,4,3,0.75,0.962892,0.728252
WT1,0.75,4,3,0.75,0.848005,0.659372
XYLT1,0.75,4,3,0.75,0.973875,0.795177
YIPF6,0.75,4,3,0.75,0.926999,0.891589
ZBED1,0.75,4,3,0.75,0.986746,0.79097
ZFP64,0.75,4,3,0.75,0.960108,0.734247
ZNF100,0.75,4,3,0.75,0.919124,0.7038
ZNF135,0.75,4,3,0.75,0.852084,0.770334
ZNF182,0.75,4,3,0.75,0.972984,0.740906
ZNF207,0.75,4,3,0.75,0.990279,0.872594
ZNF257,0.75,4,3,0.75,0.940427,0.718087
ZNF267,0.75,4,3,0.75,0.991405,0.866486
ZNF285,0.75,4,3,0.75,0.956756,0.821817
ZNF302,0.75,4,3,0.75,0.935139,0.715134
ZNF468,0.75,4,3,0.75,0.896645,0.848391
ZNF483,0.75,4,3,0.75,0.902304,0.699022
ZNF496,0.75,4,3,0.75,0.802184,0.69179
ZNF540,0.75,4,3,0.75,0.980571,0.895058
ZNF544,0.75,4,3,0.75,0.971203,0.733427
ZNF599,0.75,4,3,0.75,0.967452,0.775496
ZNF623,0.75,4,3,0.75,0.976913,0.736001
ZNF664,0.75,4,3,0.75,0.983458,0.739017
ZNF674,0.75,4,3,0.75,0.84942,0.832389
ZNF862,0.75,4,3,0.75,0.920424,0.708034
ZNF878,0.75,4,3,0.75,0.807727,0.647062
ZSCAN29,0.75,4,3,0.75,0.86721,0.781329
AACS,0.75,5,3,0.6,0.911622,0.691567
AC092718.9,0.75,5,3,0.6,0.830235,0.557465
ACSM1,0.75,5,3,0.6,0.96588,0.678391
ACSM2A,0.75,5,3,0.6,0.943406,0.780355
ACTL9,0.75,5,3,0.6,0.95179,0.800748
ACTR8,0.75,5,3,0.6,0.957749,0.684574
ADGRG6,0.75,5,3,0.6,0.857023,0.705941
ADNP2,0.75,5,3,0.6,0.969955,0.735814
AFP,0.75,5,3,0.6,0.891086,0.643507
AHSA1,0.75,5,3,0.6,0.911549,0.569893
AL353804.6,0.75,5,3,0.6,0.852853,0.56274
ALDH1A2,0.75,5,3,0.6,0.857054,0.70248
ANKAR,0.75,5,3,0.6,0.845843,0.729746
ANO6,0.75,5,3,0.6,0.872241,0.70601
ARMCX2,0.75,5,3,0.6,0.819038,0.811432
ARSL,0.75,5,3,0.6,0.91664,0.610339
ART1,0.75,5,3,0.6,0.899558,0.706301
ASB10,0.75,5,3,0.6,0.877854,0.592014
ATAD2,0.75,5,3,0.6,0.874625,0.656036
ATF7IP2,0.75,5,3,0.6,0.966714,0.830791
ATP11B,0.75,5,3,0.6,0.892653,0.587176
ATP6V1C1,0.75,5,3,0.6,0.958958,0.681755
ATXN2L,0.75,5,3,0.6,0.859705,0.701755
BICD1,0.75,5,3,0.6,0.972406,0.677398
BRINP3,0.75,5,3,0.6,0.948122,0.715863
BRPF3,0.75,5,3,0.6,0.968724,0.636675
BRS3,0.75,5,3,0.6,0.779628,0.680382
C18orf54,0.75,5,3,0.6,0.888308,0.638682
CAMKK2,0.75,5,3,0.6,0.872046,0.555674
CAND2,0.75,5,3,0.6,0.933126,0.57577
CARMIL3,0.75,5,3,0.6,0.932295,0.580111
CBLIF,0.75,5,3,0.6,0.9752,0.588579
CCDC125,0.75,5,3,0.6,0.978434,0.642377
CCDC141,0.75,5,3,0.6,0.800328,0.543765
CCDC33,0.75,5,3,0.6,0.769302,0.66647
CD86,0.75,5,3,0.6,0.979033,0.736267
CDH11,0.75,5,3,0.6,0.874509,0.656661
CDH17,0.75,5,3,0.6,0.981396,0.619058
CDHR5,0.75,5,3,0.6,0.96032,0.697882
CEACAM20,0.75,5,3,0.6,0.957582,0.587053
CEP95,0.75,5,3,0.6,0.964994,0.846696
CFAP61,0.75,5,3,0.6,0.948746,0.707332
CHRND,0.75,5,3,0.6,0.975543,0.726409
CILP,0.75,5,3,0.6,0.799769,0.726113
CIP2A,0.75,5,3,0.6,0.973702,0.669139
CNR1,0.75,5,3,0.6,0.898911,0.688638
COL7A1,0.75,5,3,0.6,0.887957,0.650553
CRACD,0.75,5,3,0.6,0.970625,0.683849
CRISP3,0.75,5,3,0.6,0.942793,0.69885
CSF2RB,0.75,5,3,0.6,0.873661,0.617427
CWF19L2,0.75,5,3,0.6,0.947204,0.664454
CYP2C18,0.75,5,3,0.6,0.833982,0.560604
DCST1,0.75,5,3,0.6,0.991093,0.681273
DCSTAMP,0.75,5,3,0.6,0.831796,0.65216
DENND2A,0.75,5,3,0.6,0.815937,0.598448
DENND4A,0.75,5,3,0.6,0.784363,0.557452
DGKE,0.75,5,3,0.6,0.96183,0.708036
DHX36,0.75,5,3,0.6,0.940241,0.619868
DMGDH,0.75,5,3,0.6,0.94951,0.720673
DNAJC10,0.75,5,3,0.6,0.879987,0.660072
DNMT3A,0.75,5,3,0.6,0.840183,0.589602
DOP1B,0.75,5,3,0.6,0.818675,0.589427
DPPA4,0.75,5,3,0.6,0.962183,0.740688
DRP2,0.75,5,3,0.6,0.840694,0.536563
DVL1,0.75,5,3,0.6,0.874545,0.553403
EEF1A2,0.75,5,3,0.6,0.900569,0.609549
EHBP1L1,0.75,5,3,0.6,0.800925,0.554051
EIF2S3,0.75,5,3,0.6,0.934502,0.573628
EIF4G2,0.75,5,3,0.6,0.976394,0.749773
ELAPOR1,0.75,5,3,0.6,0.965874,0.669736
ELF2,0.75,5,3,0.6,0.963918,0.618314
ELOVL7,0.75,5,3,0.6,0.875509,0.650829
ELSPBP1,0.75,5,3,0.6,0.852068,0.616393
EXD1,0.75,5,3,0.6,0.973449,0.721154
EXT2,0.75,5,3,0.6,0.988338,0.637467
FAM74A3,0.75,5,3,0.6,0.976932,0.617081
FAM9A,0.75,5,3,0.6,0.971961,0.590984
FANCA,0.75,5,3,0.6,0.988626,0.70456
FBXO24,0.75,5,3,0.6,0.771471,0.733182
FECH,0.75,5,3,0.6,0.970326,0.834776
FGFR1,0.75,5,3,0.6,0.980322,0.595392
FGFR2,0.75,5,3,0.6,0.840062,0.656238
FIZ1,0.75,5,3,0.6,0.896769,0.601895
FMR1NB,0.75,5,3,0.6,0.879113,0.561133
FOXI1,0.75,5,3,0.6,0.892034,0.60987
FYCO1,0.75,5,3,0.6,0.885334,0.681298
GABRA2,0.75,5,3,0.6,0.936491,0.643455
GABRB1,0.75,5,3,0.6,0.857855,0.805925
GABRD,0.75,5,3,0.6,0.933144,0.78215
GALM,0.75,5,3,0.6,0.979658,0.588599
GALNT10,0.75,5,3,0.6,0.923262,0.680135
GALNT14,0.75,5,3,0.6,0.950491,0.788649
GANAB,0.75,5,3,0.6,0.93757,0.62457
GATA3,0.75,5,3,0.6,0.766259,0.509722
GBA3,0.75,5,3,0.6,0.769908,0.567069
GBP3,0.75,5,3,0.6,0.868918,0.605298
GDF5,0.75,5,3,0.6,0.978597,0.716478
GLG1,0.75,5,3,0.6,0.880419,0.558824
GLIS1,0.75,5,3,0.6,0.820367,0.544517
GLYR1,0.75,5,3,0.6,0.839747,0.624444
GML,0.75,5,3,0.6,0.988793,0.726487
GNB1L,0.75,5,3,0.6,0.990972,0.594756
GPI,0.75,5,3,0.6,0.962897,0.650513
GPR142,0.75,5,3,0.6,0.793077,0.591536
GPRASP2,0.75,5,3,0.6,0.906931,0.578195
GRID2,0.75,5,3,0.6,0.886099,0.574102
GRIK4,0.75,5,3,0.6,0.991121,0.738827
HCAR3,0.75,5,3,0.6,0.990183,0.663133
HKDC1,0.75,5,3,0.6,0.99084,0.612661
HOXB1,0.75,5,3,0.6,0.937203,0.611366
HOXC11,0.75,5,3,0.6,0.79295,0.638539
HPS5,0.75,5,3,0.6,0.94607,0.744983
HS3ST1,0.75,5,3,0.6,0.8648,0.726688
HS6ST2,0.75,5,3,0.6,0.849785,0.610928
IFT122,0.75,5,3,0.6,0.858676,0.68154
IGSF9B,0.75,5,3,0.6,0.775422,0.544834
IMPDH1,0.75,5,3,0.6,0.815781,0.635022
INTS1,0.75,5,3,0.6,0.974526,0.693796
IQCA1,0.75,5,3,0.6,0.972759,0.586509
IRAG2,0.75,5,3,0.6,0.983247,0.667474
IRS4,0.75,5,3,0.6,0.948768,0.591788
ITGA1,0.75,5,3,0.6,0.860989,0.819786
JAG1,0.75,5,3,0.6,0.800766,0.588892
KBTBD3,0.75,5,3,0.6,0.991323,0.635972
KCNA5,0.75,5,3,0.6,0.876009,0.568763
KDM4B,0.75,5,3,0.6,0.880969,0.590046
KIF1C,0.75,5,3,0.6,0.956384,0.615116
KLKB1,0.75,5,3,0.6,0.921349,0.628512
KRT25,0.75,5,3,0.6,0.98278,0.658183
KRT27,0.75,5,3,0.6,0.965894,0.732993
KRT73,0.75,5,3,0.6,0.976478,0.762202
KRT8,0.75,5,3,0.6,0.950042,0.610545
KRTAP10-7,0.75,5,3,0.6,0.984941,0.670102
KRTAP13-1,0.75,5,3,0.6,0.869628,0.630859
LATS1,0.75,5,3,0.6,0.969208,0.850306
LIG3,0.75,5,3,0.6,0.970003,0.858774
LINGO4,0.75,5,3,0.6,0.951794,0.58579
LMBRD1,0.75,5,3,0.6,0.970414,0.620964
LNX1,0.75,5,3,0.6,0.971845,0.826792
LRRC30,0.75,5,3,0.6,0.940785,0.772496
LRRC31,0.75,5,3,0.6,0.875533,0.675496
LRRIQ3,0.75,5,3,0.6,0.779755,0.629872
LSMEM1,0.75,5,3,0.6,0.985644,0.684542
LZTS1,0.75,5,3,0.6,0.952592,0.584503
MACROD2,0.75,5,3,0.6,0.788126,0.522551
MAGEA10,0.75,5,3,0.6,0.956496,0.585983
MAN2B1,0.75,5,3,0.6,0.818132,0.552852
MAPK3,0.75,5,3,0.6,0.989754,0.594523
MASP1,0.75,5,3,0.6,0.859908,0.663811
MECR,0.75,5,3,0.6,0.837049,0.679803
MELTF,0.75,5,3,0.6,0.956157,0.676794
MEN1,0.75,5,3,0.6,0.952343,0.61139
MGRN1,0.75,5,3,0.6,0.900986,0.705244
MIA3,0.75,5,3,0.6,0.965199,0.681332
MICAL1,0.75,5,3,0.6,0.976751,0.732418
MMEL1,0.75,5,3,0.6,0.989376,0.691979
MRGPRX4,0.75,5,3,0.6,0.860099,0.589897
MS4A3,0.75,5,3,0.6,0.840338,0.815292
MSH5,0.75,5,3,0.6,0.816478,0.534152
MTA2,0.75,5,3,0.6,0.925782,0.646885
MTHFD1L,0.75,5,3,0.6,0.81891,0.541443
MTMR3,0.75,5,3,0.6,0.962906,0.8624
MTTP,0.75,5,3,0.6,0.83295,0.627209
MYO1F,0.75,5,3,0.6,0.953606,0.730923
NAGA,0.75,5,3,0.6,0.838427,0.609382
NCOA5,0.75,5,3,0.6,0.928163,0.785702
NDST1,0.75,5,3,0.6,0.867706,0.787105
NECTIN4,0.75,5,3,0.6,0.775362,0.5474
NEK6,0.75,5,3,0.6,0.949745,0.605048
NELL2,0.75,5,3,0.6,0.787944,0.529352
NEU2,0.75,5,3,0.6,0.936045,0.618628
NEXMIF,0.75,5,3,0.6,0.882668,0.569679
NIPAL4,0.75,5,3,0.6,0.972783,0.600676
NLRC5,0.75,5,3,0.6,0.808064,0.747039
NPR2,0.75,5,3,0.6,0.872486,0.558673
NTAQ1,0.75,5,3,0.6,0.926532,0.569542
NUP133,0.75,5,3,0.6,0.921432,0.681006
NUP155,0.75,5,3,0.6,0.976048,0.709676
OCRL,0.75,5,3,0.6,0.904121,0.581105
OFD1,0.75,5,3,0.6,0.887612,0.570503
OOEP,0.75,5,3,0.6,0.969334,0.587784
OR13C9,0.75,5,3,0.6,0.951263,0.843447
OR51D1,0.75,5,3,0.6,0.961013,0.728856
OR52D1,0.75,5,3,0.6,0.959443,0.693093
OR7G3,0.75,5,3,0.6,0.859933,0.672621
OR8H3,0.75,5,3,0.6,0.756569,0.705249
OSBPL1A,0.75,5,3,0.6,0.945121,0.626148
OTUD7B,0.75,5,3,0.6,0.954996,0.684716
P3H1,0.75,5,3,0.6,0.938926,0.757541
PALLD,0.75,5,3,0.6,0.925726,0.633931
PCDHGA7,0.75,5,3,0.6,0.884162,0.605183
PDE11A,0.75,5,3,0.6,0.776712,0.624901
PDE3A,0.75,5,3,0.6,0.973842,0.8652
PDE6C,0.75,5,3,0.6,0.751989,0.642053
PDIA4,0.75,5,3,0.6,0.981835,0.670007
PEAR1,0.75,5,3,0.6,0.827912,0.681691
PGBD2,0.75,5,3,0.6,0.925017,0.64313
PHRF1,0.75,5,3,0.6,0.760909,0.547092
PIEZO2,0.75,5,3,0.6,0.98399,0.605396
PIK3C2A,0.75,5,3,0.6,0.991188,0.66816
PLCH2,0.75,5,3,0.6,0.835984,0.55015
PLD1,0.75,5,3,0.6,0.911523,0.69546
PLEKHG4,0.75,5,3,0.6,0.97551,0.601469
PLEKHM3,0.75,5,3,0.6,0.971218,0.81166
PLG,0.75,5,3,0.6,0.806672,0.677165
PLK3,0.75,5,3,0.6,0.982515,0.623032
POC1B,0.75,5,3,0.6,0.843069,0.572777
POLR3C,0.75,5,3,0.6,0.760251,0.587164
POTED,0.75,5,3,0.6,0.942944,0.577327
PPP2R3A,0.75,5,3,0.6,0.951226,0.72695
PPP6R3,0.75,5,3,0.6,0.875025,0.690546
PRDM2,0.75,5,3,0.6,0.879576,0.602423
PRMT7,0.75,5,3,0.6,0.991291,0.594861
PRPF6,0.75,5,3,0.6,0.916556,0.677295
PSMB11,0.75,5,3,0.6,0.962448,0.627231
PSMC4,0.75,5,3,0.6,0.991336,0.750317
PTCD2,0.75,5,3,0.6,0.807905,0.796794
PTPRK,0.75,5,3,0.6,0.931704,0.637382
QTRT1,0.75,5,3,0.6,0.978249,0.595293
RABGEF1,0.75,5,3,0.6,0.978729,0.718832
RAD50,0.75,5,3,0.6,0.828833,0.726149
RAD54L2,0.75,5,3,0.6,0.96946,0.590084
RAG2,0.75,5,3,0.6,0.764722,0.52193
RAPGEF1,0.75,5,3,0.6,0.961426,0.718067
RBM10,0.75,5,3,0.6,0.901348,0.573182
RBM48,0.75,5,3,0.6,0.895273,0.60328
REM1,0.75,5,3,0.6,0.927888,0.712899
RGR,0.75,5,3,0.6,0.787669,0.553969
RHOH,0.75,5,3,0.6,0.96166,0.587296
RICTOR,0.75,5,3,0.6,0.982309,0.780064
RNF34,0.75,5,3,0.6,0.949223,0.585643
ROR1,0.75,5,3,0.6,0.83524,0.69544
RPH3A,0.75,5,3,0.6,0.983306,0.722996
RRM1,0.75,5,3,0.6,0.978315,0.70367
RRP8,0.75,5,3,0.6,0.940487,0.653802
RUNX2,0.75,5,3,0.6,0.943612,0.602271
RXFP2,0.75,5,3,0.6,0.844095,0.718782
SCYL2,0.75,5,3,0.6,0.96696,0.710575
SEMA6D,0.75,5,3,0.6,0.969953,0.723544
SERPINA6,0.75,5,3,0.6,0.781616,0.724856
SERPINB3,0.75,5,3,0.6,0.985537,0.592819
SETX,0.75,5,3,0.6,0.991411,0.594867
SFI1,0.75,5,3,0.6,0.981717,0.728744
SH3TC2,0.75,5,3,0.6,0.982736,0.831534
SIRPG,0.75,5,3,0.6,0.776595,0.785322
SLC1A2,0.75,5,3,0.6,0.884022,0.642746
SLC22A11,0.75,5,3,0.6,0.859275,0.559552
SLC5A12,0.75,5,3,0.6,0.959927,0.778586
SOS1,0.75,5,3,0.6,0.847566,0.562107
SP4,0.75,5,3,0.6,0.983553,0.700281
SPATA5,0.75,5,3,0.6,0.838192,0.605644
SPATC1,0.75,5,3,0.6,0.80462,0.715958
SRBD1,0.75,5,3,0.6,0.978017,0.78257
SRPK2,0.75,5,3,0.6,0.972179,0.620665
SRPK3,0.75,5,3,0.6,0.978175,0.839508
SSTR2,0.75,5,3,0.6,0.962101,0.719218
STAR,0.75,5,3,0.6,0.955797,0.709324
STAT4,0.75,5,3,0.6,0.925713,0.653459
SUFU,0.75,5,3,0.6,0.980108,0.675722
SYK,0.75,5,3,0.6,0.989179,0.594387
SYNGAP1,0.75,5,3,0.6,0.820957,0.559586
TBC1D4,0.75,5,3,0.6,0.964752,0.69626
TBC1D9B,0.75,5,3,0.6,0.936822,0.583151
TBPL2,0.75,5,3,0.6,0.948443,0.638692
TFAP2A,0.75,5,3,0.6,0.981419,0.597645
THBS4,0.75,5,3,0.6,0.933692,0.73673
TLR5,0.75,5,3,0.6,0.975366,0.73664
TM7SF3,0.75,5,3,0.6,0.858094,0.703604
TM9SF4,0.75,5,3,0.6,0.988603,0.593643
TMC3,0.75,5,3,0.6,0.816837,0.638893
TMEM214,0.75,5,3,0.6,0.91816,0.568868
TNS4,0.75,5,3,0.6,0.938123,0.67247
TRPV4,0.75,5,3,0.6,0.962705,0.747616
TTC13,0.75,5,3,0.6,0.842441,0.663397
TTC14,0.75,5,3,0.6,0.86071,0.606488
TTC21B,0.75,5,3,0.6,0.80013,0.668946
TTC22,0.75,5,3,0.6,0.937923,0.580276
TUSC3,0.75,5,3,0.6,0.925344,0.821267
TWNK,0.75,5,3,0.6,0.923272,0.71648
UBE3B,0.75,5,3,0.6,0.826981,0.642286
UBQLN2,0.75,5,3,0.6,0.8185,0.579239
UGT2B10,0.75,5,3,0.6,0.812476,0.712709
ULK4,0.75,5,3,0.6,0.982751,0.590526
UNC45A,0.75,5,3,0.6,0.833024,0.720676
UTP14C,0.75,5,3,0.6,0.816539,0.588249
VANGL1,0.75,5,3,0.6,0.752599,0.534979
VEGFA,0.75,5,3,0.6,0.911603,0.836436
WDR11,0.75,5,3,0.6,0.924973,0.661339
WSCD2,0.75,5,3,0.6,0.911576,0.649236
WWC2,0.75,5,3,0.6,0.92256,0.605912
XCL1,0.75,5,3,0.6,0.966611,0.658179
YTHDC2,0.75,5,3,0.6,0.9905,0.598727
YY2,0.75,5,3,0.6,0.923032,0.62772
ZBTB21,0.75,5,3,0.6,0.975823,0.741201
ZBTB40,0.75,5,3,0.6,0.953143,0.621718
ZBTB7C,0.75,5,3,0.6,0.871178,0.565032
ZCCHC14,0.75,5,3,0.6,0.931614,0.743686
ZCWPW1,0.75,5,3,0.6,0.754988,0.550441
ZMIZ2,0.75,5,3,0.6,0.977631,0.732342
ZMYND15,0.75,5,3,0.6,0.951797,0.646825
ZNF107,0.75,5,3,0.6,0.982545,0.672692
ZNF217,0.75,5,3,0.6,0.991388,0.67629
ZNF23,0.75,5,3,0.6,0.940419,0.69464
ZNF26,0.75,5,3,0.6,0.884666,0.589119
ZNF337,0.75,5,3,0.6,0.819965,0.657421
ZNF543,0.75,5,3,0.6,0.971666,0.590443
ZNF572,0.75,5,3,0.6,0.991255,0.727253
ZNF609,0.75,5,3,0.6,0.940802,0.712591
ZNF665,0.75,5,3,0.6,0.838877,0.760017
ZNF681,0.75,5,3,0.6,0.930593,0.566279
ZNF84,0.75,5,3,0.6,0.776054,0.512666
AADACL4,0.75,6,3,0.5,0.510002,0.498926
ABCD2,0.75,6,3,0.5,0.618008,0.575699
ABCG1,0.75,6,3,0.5,0.487122,0.489128
AC126283.2,0.75,6,3,0.5,0.762762,0.693299
ACSL4,0.75,6,3,0.5,0.733632,0.60281
ACSS3,0.75,6,3,0.5,0.728862,0.61005
ACTN1,0.75,6,3,0.5,0.48736,0.491606
ADCY7,0.75,6,3,0.5,0.810521,0.649036
ADGRB3,0.75,6,3,0.5,0.48309,0.487214
AHI1,0.75,6,3,0.5,0.470408,0.482901
AL353804.4,0.75,6,3,0.5,0.63886,0.571296
ALLC,0.75,6,3,0.5,0.778361,0.680637
ALOX12B,0.75,6,3,0.5,0.771588,0.693685
ALOX15,0.75,6,3,0.5,0.830857,0.786072
ANKEF1,0.75,6,3,0.5,0.567128,0.548304
ANKRD33,0.75,6,3,0.5,0.697497,0.586396
ANKRD52,0.75,6,3,0.5,0.63176,0.580467
APBB1,0.75,6,3,0.5,0.833462,0.644648
ARHGAP45,0.75,6,3,0.5,0.485513,0.491182
ASXL2,0.75,6,3,0.5,0.484078,0.486168
ATP9A,0.75,6,3,0.5,0.611963,0.530416
BAHD1,0.75,6,3,0.5,0.743286,0.580817
BMX,0.75,6,3,0.5,0.623644,0.522639
BRIP1,0.75,6,3,0.5,0.451956,0.49073
C2CD6,0.75,6,3,0.5,0.637108,0.542377
C4BPA,0.75,6,3,0.5,0.594591,0.538021
CABS1,0.75,6,3,0.5,0.659398,0.574204
CCAR1,0.75,6,3,0.5,0.4869,0.492644
CCDC110,0.75,6,3,0.5,0.804137,0.64269
CCDC144A,0.75,6,3,0.5,0.661646,0.551008
CCDC63,0.75,6,3,0.5,0.811129,0.626217
CD96,0.75,6,3,0.5,0.723525,0.587799
CDH5,0.75,6,3,0.5,0.607363,0.513164
CDYL2,0.75,6,3,0.5,0.755175,0.630656
CLCA1,0.75,6,3,0.5,0.634899,0.569305
CLYBL,0.75,6,3,0.5,0.529754,0.503312
COG6,0.75,6,3,0.5,0.541866,0.527115
COL5A3,0.75,6,3,0.5,0.779654,0.642728
CPA6,0.75,6,3,0.5,0.636817,0.564048
CPT1A,0.75,6,3,0.5,0.561076,0.53308
CRB2,0.75,6,3,0.5,0.761433,0.589228
CSDE1,0.75,6,3,0.5,0.632133,0.556028
CSF1R,0.75,6,3,0.5,0.795335,0.67606
CYP11B2,0.75,6,3,0.5,0.736419,0.611234
CYP4B1,0.75,6,3,0.5,0.662666,0.543803
DCDC1,0.75,6,3,0.5,0.763669,0.581042
DCTN1,0.75,6,3,0.5,0.6987,0.635306
DENND1C,0.75,6,3,0.5,0.593343,0.528255
DHCR24,0.75,6,3,0.5,0.59187,0.53738
DHX38,0.75,6,3,0.5,0.602259,0.607119
E2F2,0.75,6,3,0.5,0.673172,0.579301
EHMT2,0.75,6,3,0.5,0.66724,0.599031
ELOA2,0.75,6,3,0.5,0.710301,0.700975
EPHA3,0.75,6,3,0.5,0.777631,0.689325
EXOSC10,0.75,6,3,0.5,0.835193,0.776122
FADS6,0.75,6,3,0.5,0.638183,0.543221
FBH1,0.75,6,3,0.5,0.584159,0.579274
FNIP2,0.75,6,3,0.5,0.792573,0.703512
FOXP1,0.75,6,3,0.5,0.502244,0.494927
FRMPD2,0.75,6,3,0.5,0.75708,0.582971
GABRQ,0.75,6,3,0.5,0.389085,0.430915
GCNT2,0.75,6,3,0.5,0.769216,0.615506
GLUD2,0.75,6,3,0.5,0.816968,0.620849
GMEB2,0.75,6,3,0.5,0.417694,0.468573
GPATCH1,0.75,6,3,0.5,0.77264,0.681877
GPR132,0.75,6,3,0.5,0.757387,0.579704
HIPK2,0.75,6,3,0.5,0.615664,0.650249
HTR3E,0.75,6,3,0.5,0.523359,0.554639
IMPDH2,0.75,6,3,0.5,0.435993,0.460962
IMPG2,0.75,6,3,0.5,0.748485,0.713048
INSR,0.75,6,3,0.5,0.671194,0.633184
JPH3,0.75,6,3,0.5,0.461828,0.484198
KAT6A,0.75,6,3,0.5,0.767407,0.636679
KCNA4,0.75,6,3,0.5,0.764535,0.595128
KCNB1,0.75,6,3,0.5,0.491283,0.486318
KIF20A,0.75,6,3,0.5,0.475969,0.487874
KLHL1,0.75,6,3,0.5,0.714912,0.632596
KLHL20,0.75,6,3,0.5,0.792989,0.764366
KLHL32,0.75,6,3,0.5,0.67064,0.568675
KLHL34,0.75,6,3,0.5,0.750215,0.570123
KRT18,0.75,6,3,0.5,0.797733,0.63824
LARS1,0.75,6,3,0.5,0.747658,0.579148
LILRB3,0.75,6,3,0.5,0.531527,0.507326
LLGL2,0.75,6,3,0.5,0.619055,0.537015
LPAR4,0.75,6,3,0.5,0.412707,0.438342
LRRC8E,0.75,6,3,0.5,0.490406,0.494248
MAGEB6B,0.75,6,3,0.5,0.538024,0.509097
MAP4K2,0.75,6,3,0.5,0.433281,0.469588
MAPK15,0.75,6,3,0.5,0.392747,0.460889
MED14,0.75,6,3,0.5,0.489713,0.492311
MID1,0.75,6,3,0.5,0.488342,0.492806
MIOS,0.75,6,3,0.5,0.787374,0.677012
MLXIPL,0.75,6,3,0.5,0.49657,0.495989
MMP14,0.75,6,3,0.5,0.48451,0.445683
MSL2,0.75,6,3,0.5,0.593823,0.534506
MSR1,0.75,6,3,0.5,0.727683,0.67867
MTREX,0.75,6,3,0.5,0.585922,0.578055
MYT1L,0.75,6,3,0.5,0.615159,0.565368
NBPF26,0.75,6,3,0.5,0.685901,0.594642
NKTR,0.75,6,3,0.5,0.730373,0.598017
NLRC4,0.75,6,3,0.5,0.446757,0.476798
NRIP1,0.75,6,3,0.5,0.733961,0.575135
NTN4,0.75,6,3,0.5,0.744314,0.645842
NTNG2,0.75,6,3,0.5,0.409973,0.465832
OR14J1,0.75,6,3,0.5,0.798348,0.695672
OR2G6,0.75,6,3,0.5,0.809614,0.675859
OR2M4,0.75,6,3,0.5,0.678402,0.58634
OR2Z1,0.75,6,3,0.5,0.623479,0.522359
OR4P4,0.75,6,3,0.5,0.814489,0.68969
OR51S1,0.75,6,3,0.5,0.725659,0.573661
OR5D16,0.75,6,3,0.5,0.643305,0.590403
OR5P2,0.75,6,3,0.5,0.595797,0.598823
OR9K2,0.75,6,3,0.5,0.547609,0.528792
PACS2,0.75,6,3,0.5,0.481165,0.487252
PARP9,0.75,6,3,0.5,0.526215,0.505288
PASD1,0.75,6,3,0.5,0.822494,0.598787
PCSK6,0.75,6,3,0.5,0.680889,0.622788
PDE2A,0.75,6,3,0.5,0.797992,0.637157
PEX14,0.75,6,3,0.5,0.465986,0.483041
PFKFB4,0.75,6,3,0.5,0.784208,0.634391
PINK1,0.75,6,3,0.5,0.474131,0.488115
PLXNC1,0.75,6,3,0.5,0.680401,0.55014
PMPCB,0.75,6,3,0.5,0.794221,0.671011
POLR1A,0.75,6,3,0.5,0.830952,0.607504
PPP1R3F,0.75,6,3,0.5,0.394169,0.448678
PRAMEF12,0.75,6,3,0.5,0.492197,0.493307
PRAMEF19,0.75,6,3,0.5,0.537409,0.509616
PRRC2B,0.75,6,3,0.5,0.722875,0.710176
RADX,0.75,6,3,0.5,0.483158,0.490924
RAI1,0.75,6,3,0.5,0.666407,0.617474
RANBP6,0.75,6,3,0.5,0.60529,0.528238
RPS6KC1,0.75,6,3,0.5,0.710293,0.661986
RPTN,0.75,6,3,0.5,0.828711,0.714412
RUNX1T1,0.75,6,3,0.5,0.592176,0.502878
SAMD7,0.75,6,3,0.5,0.707726,0.594665
SATL1,0.75,6,3,0.5,0.617939,0.593592
SDK2,0.75,6,3,0.5,0.529378,0.517225
SEMA3G,0.75,6,3,0.5,0.791457,0.662541
SERPING1,0.75,6,3,0.5,0.823343,0.699338
